1,2,0.08
2,1,0.08
3,2,0.0452499175660949
4,3,0.08
5,4,0.08
6,4,0.08
7,5,0.00693108209686226
8,6,0.08
9,8,0.08
10,9,0.08
11,10,0.08
12,10,0.08
13,11,0.08
14,12,0.08
15,14,0.08
16,15,0.08
17,12,0.0310904053790797
18,15,0.0330488025422909
19,15,0.08
20,13,0.08
21,20,0.08
22,16,0.08
23,19,0.08
24,17,0.0345901780990968
25,20,0.08
26,5,0.08
27,25,0.08
28,25,0.08
29,23,0.08
30,4,0.0440946218441597
31,16,0.08
32,29,0.08
33,18,0.0223104486758611
34,31,0.08
35,32,0.08
36,28,0.08
37,36,0.08
38,3,0.0540268470263194
39,20,0.0194579837442437
40,37,0.08
41,40,0.0701832077530088
42,14,0.0485202960827285
43,36,0.0248388172271058
44,21,0.08
45,13,0.0744911141054299
46,32,0.08
47,14,0.0665014273572815
48,44,0.08
49,41,0.08
50,8,0.0136836570393458
51,4,0.0431975209887186
52,21,0.0282636606256464
53,36,0.08
54,24,0.0631526378595453
55,40,0.0621121421684428
56,52,0.0218147070753705
57,29,0.08
58,13,0.0403546716784573
59,52,0.00600182852746661
60,35,0.0483316855353044
61,10,0.0534427475106246
62,21,0.0327429976423686
63,11,0.0374857788523371
64,28,0.0313471349892322
65,13,0.0145617659944835
66,48,0.0440978010268746
67,49,0.0346578640353413
68,27,0.08
69,37,0.0149483787513102
70,27,0.0417551493192273
71,46,0.08
72,60,0.08
73,48,0.08
74,73,0.08
75,13,0.0161057048460678
76,45,0.0354869762380836
77,60,0.0135006002221786
78,26,0.08
79,25,0.0212816802742407
80,71,0.08
81,60,0.08
82,81,0.08
83,82,0.08
84,83,0.08
85,51,0.08
86,85,0.0356036558807285
87,71,0.08
88,34,0.08
89,85,0.0266218045289091
90,32,0.00667937421602111
91,34,0.08
92,78,0.0657024387613043
93,71,0.00983797937908808
94,31,0.0608352799004389
95,84,0.08
96,48,0.0181791420372349
97,29,0.0402619007968622
98,95,0.0773502206294871
99,98,0.141090909404216
